Attaching 2 probes...
timestamp,event,sock,time_us,snd_cwnd,snd_ssthresh,sk_sndbuf,sk_wmem_queued
200808659394,rcv,0xffff8e984ccd1e00,2986158542,10,2147483647,46080,0
200808660251,rcv,0xffff8e9853022e40,2987015740,10,2147483647,87040,0
200808723033,rcv,0xffff8e984df5d000,3049797085,10,2147483647,87040,0
200813295454,rcv,0xffff8e9853020940,7622218280,4,7,87040,1023
200813313640,rcv,0xffff8e9853020940,7640405128,4,7,87040,2132
200813320304,rcv,0xffff8e9853020940,7647068853,4,7,87040,1109
200813532584,rcv,0xffff8e9853020940,7859347722,4,7,87040,0
200816198688,rcv,0xffff8e984fe00000,10525451866,2,2,46080,0
200816298455,rcv,0xffff8e984fe00000,10625219327,2,2,46080,989
200816810881,rcv,0xffff8e984e0d0000,11137645036,10,2147483647,87040,1224
200816811136,rcv,0xffff8e984e0d0000,11137898954,10,2147483647,87040,0
200816811442,rcv,0xffff8e984e0d0000,11138204888,10,2147483647,87040,0
200817121311,rcv,0xffff8e984e0d0000,11448074890,10,2147483647,87040,8041
200817121359,rcv,0xffff8e984e0d0000,11448121955,10,2147483647,87040,7001
200817121369,rcv,0xffff8e984e0d0000,11448131794,10,2147483647,87040,7001
200817121380,rcv,0xffff8e984e0d0000,11448142867,10,2147483647,87040,0
200817423830,rcv,0xffff8e984e0d0000,11750594587,10,2147483647,87040,9195
200817423877,rcv,0xffff8e984e0d0000,11750639824,10,2147483647,87040,3157
200817460999,rcv,0xffff8e984e0d0000,11787763775,10,2147483647,87040,0
200817461487,rcv,0xffff8e984e0d0000,11788250053,10,2147483647,87040,0
200817461959,rcv,0xffff8e984e0d0000,11788721862,10,2147483647,87040,0
200817462525,rcv,0xffff8e984e0d0000,11789289063,10,2147483647,87040,0
200817463088,rcv,0xffff8e984e0d0000,11789851529,10,2147483647,87040,0
200817463488,rcv,0xffff8e984e0d0000,11790250876,10,2147483647,87040,0
200817463913,rcv,0xffff8e984e0d0000,11790675389,10,2147483647,87040,0
200817465020,rcv,0xffff8e984e0d0000,11791782387,10,2147483647,87040,0
200817465498,rcv,0xffff8e984e0d0000,11792261022,10,2147483647,87040,0
200817465968,rcv,0xffff8e984e0d0000,11792730394,10,2147483647,87040,0
200817731105,rcv,0xffff8e984e0d0000,12057868831,10,2147483647,87040,0
200817731491,rcv,0xffff8e984e0d0000,12058253557,10,2147483647,87040,0
200817731949,rcv,0xffff8e984e0d0000,12058711663,10,2147483647,87040,0
200817732626,rcv,0xffff8e984e0d0000,12059390497,10,2147483647,87040,0
200817732925,rcv,0xffff8e984e0d0000,12059687740,10,2147483647,87040,0
200817733575,rcv,0xffff8e984e0d0000,12060340003,10,2147483647,87040,0
200817733848,rcv,0xffff8e984e0d0000,12060611376,10,2147483647,87040,0
200817734560,rcv,0xffff8e984e0d0000,12061325002,10,2147483647,87040,0
200817734886,rcv,0xffff8e984e0d0000,12061648457,10,2147483647,87040,0
200817735238,rcv,0xffff8e984e0d0000,12062000425,10,2147483647,87040,0
200817735749,rcv,0xffff8e984e0d0000,12062512125,10,2147483647,87040,0
200817737141,rcv,0xffff8e984e0d0000,12063905192,10,2147483647,87040,0
200817737479,rcv,0xffff8e984e0d0000,12064242155,10,2147483647,87040,0
200817737765,rcv,0xffff8e984e0d0000,12064527947,10,2147483647,87040,0
200817738379,rcv,0xffff8e984e0d0000,12065141671,10,2147483647,87040,0
200817738776,rcv,0xffff8e984e0d0000,12065538818,10,2147483647,87040,0
200817739259,rcv,0xffff8e984e0d0000,12066022074,10,2147483647,87040,0
200817739785,rcv,0xffff8e984e0d0000,12066547609,10,2147483647,87040,0
200817740230,rcv,0xffff8e984e0d0000,12066993278,10,2147483647,87040,0
200817740504,rcv,0xffff8e984e0d0000,12067266271,10,2147483647,87040,0
200817939300,rcv,0xffff8e984e0d0000,12266064736,10,2147483647,87040,0
200817944306,rcv,0xffff8e98501fdc80,12271070426,10,2147483647,87040,997
200817944370,rcv,0xffff8e98501fdc80,12271133024,10,2147483647,87040,0
200818039668,rcv,0xffff8e98501fdc80,12366433115,10,2147483647,87040,2024
200818042782,rcv,0xffff8e98501fdc80,12369546724,10,2147483647,87040,1060
200818042829,rcv,0xffff8e98501fdc80,12369592085,10,2147483647,87040,0
200818050700,rcv,0xffff8e9857f4dc80,12377464559,10,2147483647,87040,997
200818050735,rcv,0xffff8e98501fdc80,12377497753,10,2147483647,87040,0
200818052294,rcv,0xffff8e98501fdc80,12379057490,10,2147483647,87040,0
200818068681,rcv,0xffff8e9857f4dc80,12395445445,10,2147483647,87040,115808
200818068814,rcv,0xffff8e9857f4dc80,12395576615,14,2147483647,87040,110976
200818068830,rcv,0xffff8e9857f4dc80,12395592931,15,2147483647,130560,108568
200818080695,rcv,0xffff8e9857f4dc80,12407459655,20,2147483647,174080,175648
200818104390,rcv,0xffff8e9857f4dc80,12431154277,21,2147483647,174080,174200
200818104545,rcv,0xffff8e9857f4dc80,12431307338,28,2147483647,174080,164064
200818104763,rcv,0xffff8e9857f4dc80,12431525869,35,2147483647,304640,288840
200818104784,rcv,0xffff8e9857f4dc80,12431547025,38,2147483647,304640,283536
200818130408,rcv,0xffff8e9857f4dc80,12457173015,42,2147483647,365568,341664
200818138466,rcv,0xffff8e9857f4dc80,12465230070,43,2147483647,365568,340216
200818138580,rcv,0xffff8e9857f4dc80,12465342402,49,2147483647,426496,331528
200818138743,rcv,0xffff8e9857f4dc80,12465506215,56,2147483647,426496,320432
200818138760,rcv,0xffff8e9857f4dc80,12465522741,57,2147483647,496128,318984
200818143448,rcv,0xffff8e9857f4dc80,12470212498,64,2147483647,496128,526520
200818171543,rcv,0xffff8e9857f4dc80,12498307347,71,2147483647,617984,516384
200818171673,rcv,0xffff8e9857f4dc80,12498436020,73,2147483647,617984,514448
200818171690,rcv,0xffff8e9857f4dc80,12498452292,78,2147483647,678912,507208
200818171707,rcv,0xffff8e9857f4dc80,12498469271,84,2147483647,731136,497560
200818181439,rcv,0xffff8e9857f4dc80,12508203111,84,84,731136,496112
200818181500,rcv,0xffff8e9857f4dc80,12508262684,84,84,731136,494664
200818181512,rcv,0xffff8e9857f4dc80,12508274686,84,84,731136,490808
200818181526,rcv,0xffff8e9857f4dc80,12508288937,84,84,731136,474880
200818181542,rcv,0xffff8e9857f4dc80,12508304512,85,84,731136,455096
200818189444,rcv,0xffff8e9857f4dc80,12516208498,85,84,731136,784248
200818198364,rcv,0xffff8e9857f4dc80,12525128666,85,84,739840,782800
200818220916,rcv,0xffff8e9857f4dc80,12547680410,85,84,739840,775072
200818325946,rcv,0xffff8e9857f4dc80,12652710939,86,84,748544,755760
200818326065,rcv,0xffff8e9857f4dc80,12652827825,86,84,748544,752864
200818326084,rcv,0xffff8e9857f4dc80,12652847096,87,84,757248,737424
200818326245,rcv,0xffff8e9857f4dc80,12653008142,87,84,757248,732592
200818326261,rcv,0xffff8e9857f4dc80,12653023875,87,84,757248,717152
200818326273,rcv,0xffff8e9857f4dc80,12653035880,88,84,765952,708464
200818326286,rcv,0xffff8e9857f4dc80,12653048901,88,84,765952,701712
200818326298,rcv,0xffff8e9857f4dc80,12653060302,88,84,765952,694472
200818326346,rcv,0xffff8e9857f4dc80,12653108774,88,84,765952,690128
200818326358,rcv,0xffff8e9857f4dc80,12653120926,88,84,765952,687232
200818326369,rcv,0xffff8e9857f4dc80,12653131239,88,84,765952,682888
200818326380,rcv,0xffff8e9857f4dc80,12653142422,89,84,774656,680480
200818326390,rcv,0xffff8e9857f4dc80,12653153102,89,84,774656,674688
200818326401,rcv,0xffff8e9857f4dc80,12653163312,89,84,774656,673240
200818326413,rcv,0xffff8e9857f4dc80,12653175815,89,84,774656,652008
200818326424,rcv,0xffff8e9857f4dc80,12653186833,90,84,783360,649112
200818342455,rcv,0xffff8e9857f4dc80,12669219592,90,84,783360,648608
200818348725,rcv,0xffff8e9857f4dc80,12675489611,90,84,783360,638472
200818355104,rcv,0xffff8e9857f4dc80,12681867783,90,84,783360,630272
200818355157,rcv,0xffff8e9857f4dc80,12681919735,90,84,783360,626416
200818355168,rcv,0xffff8e9857f4dc80,12681930531,91,84,792064,610976
200818364382,rcv,0xffff8e9857f4dc80,12691148149,91,84,792064,607104
200818364446,rcv,0xffff8e9857f4dc80,12691208420,91,84,792064,601800
200818366083,rcv,0xffff8e9857f4dc80,12692847480,91,84,792064,592624
200818366138,rcv,0xffff8e9857f4dc80,12692901151,91,84,792064,590216
200818370836,rcv,0xffff8e9857f4dc80,12697600323,91,84,792064,581528
200818398393,rcv,0xffff8e9857f4dc80,12725157619,91,84,792064,571392
200818422455,rcv,0xffff8e9857f4dc80,12749219048,91,84,792064,561256
200818550123,rcv,0xffff8e9857f4dc80,12876887218,92,84,800768,537128
200818550273,rcv,0xffff8e9857f4dc80,12877035599,93,84,809472,515896
200818550287,rcv,0xffff8e9857f4dc80,12877049574,93,84,809472,513000
200818550305,rcv,0xffff8e9857f4dc80,12877068103,94,84,809472,500928
200818550317,rcv,0xffff8e9857f4dc80,12877079614,94,84,809472,475840
200818550331,rcv,0xffff8e9857f4dc80,12877093259,95,84,809472,446880
