Linux 6.8.0-87-generic (Matheusm-Vivobook) 	26/11/2025 	_x86_64_	(12 CPU)

18:33:02     active/s passive/s    iseg/s    oseg/s
18:35:04         0,00      0,00      0,00      0,00
18:35:05         0,00      0,00      0,00      0,00
18:35:06         0,00      0,00      0,00      0,00
18:35:07         0,00      0,00      0,00      0,00
18:35:08         0,00      0,00      0,00      0,00
18:35:09         0,00      0,00      0,00      0,00
18:35:10         0,00      0,00      0,00      0,00
18:35:11         0,00      0,00      0,00      0,00
18:35:12         0,00      0,00      2,00      1,00
18:35:13         0,00      0,00      0,00      0,00
18:35:14         0,00      0,00      0,00      0,00
18:35:15         0,00      0,00      0,00      0,00
18:35:16         0,00      0,00      0,00      0,00
18:35:17         0,00      0,00      0,00      0,00
18:35:18         0,00      0,00      0,00      0,00
18:35:19         0,00      0,00      0,00      0,00
18:35:20         0,00      0,00      0,00      0,00
18:35:21         0,00      0,00      2,00      2,00
18:35:22         0,00      0,00      0,00      0,00
18:35:23         0,00      0,00      0,00      0,00
18:35:24         0,00      0,00      0,00      0,00
18:35:25         0,00      0,00      0,00      0,00
18:35:26         0,00      0,00      0,00      0,00

Average:         0,05      0,03    261,33    493,86
