Attaching 2 probes...
timestamp,event,sock,time_us,snd_cwnd,snd_ssthresh,sk_sndbuf,sk_wmem_queued
369419055989,rcv,0xffff8e984df58000,2418399901,10,2147483647,87040,0
369421354322,rcv,0xffff8e98e694da00,4716734780,2,7,46080,0
369423631957,rcv,0xffff8e98528e5000,6994368634,10,2147483647,2626560,0
369423631973,rcv,0xffff8e98528e6400,6994383571,10,2147483647,2626560,1761
369423632470,rcv,0xffff8e98528e6400,6994881207,10,2147483647,2626560,0
369423632488,rcv,0xffff8e98528e5000,6994898369,10,2147483647,2626560,1311
369423666395,rcv,0xffff8e98528e5a00,7028805978,10,2147483647,46080,2944
369423670762,rcv,0xffff8e98528e5a00,7033172347,10,2147483647,46080,0
369423687524,rcv,0xffff8e98528e5a00,7049935759,10,2147483647,46080,1024
369423695662,rcv,0xffff8e98528e5000,7058073238,10,2147483647,2626560,0
369423695946,rcv,0xffff8e98528e3c00,7058357055,10,2147483647,2626560,0
369423695958,rcv,0xffff8e98528e2800,7058368937,10,2147483647,2626560,1638
369423696011,rcv,0xffff8e985e356e00,7058421510,10,2147483647,2626560,0
369423696017,rcv,0xffff8e985e353200,7058427784,10,2147483647,2626560,1640
369423696367,rcv,0xffff8e98528e6400,7058778181,10,2147483647,2626560,1634
369423696382,rcv,0xffff8e98528e5000,7058792953,10,2147483647,2626560,1311
369423696536,rcv,0xffff8e98528e2800,7058946626,10,2147483647,2626560,0
369423696559,rcv,0xffff8e98528e3c00,7058969295,10,2147483647,2626560,1310
369423696810,rcv,0xffff8e985e353200,7059220362,10,2147483647,2626560,0
369423696817,rcv,0xffff8e985e356e00,7059227255,10,2147483647,2626560,1311
369423700404,rcv,0xffff8e985e356e00,7062815893,10,2147483647,2626560,0
369423700957,rcv,0xffff8e985e353200,7063367705,10,2147483647,2626560,1640
369423702967,rcv,0xffff8e985e356e00,7065378224,10,2147483647,2626560,1311
369423703395,rcv,0xffff8e985e353200,7065806302,10,2147483647,2626560,1641
369423715926,rcv,0xffff8e985e356e00,7078336871,10,2147483647,2626560,1310
369423716378,rcv,0xffff8e985e353200,7078790615,10,2147483647,2626560,1633
369423721532,rcv,0xffff8e985e356e00,7083943782,10,2147483647,2626560,1313
369423722061,rcv,0xffff8e985e353200,7084472343,10,2147483647,2626560,1639
369423749118,rcv,0xffff8e984528dc80,7111529173,10,2147483647,87040,1350
369423750186,rcv,0xffff8e984528dc80,7112597095,10,2147483647,87040,0
369423755813,rcv,0xffff8e984528dc80,7118224406,10,2147483647,87040,1437
369423758283,rcv,0xffff8e984528dc80,7120693970,10,2147483647,87040,1375
369423762721,rcv,0xffff8e985e356e00,7125132638,10,2147483647,2626560,1313
369423769252,rcv,0xffff8e9845288940,7131663158,10,2147483647,87040,1523
369423769262,rcv,0xffff8e9845288000,7131672688,10,2147483647,87040,1487
369423770656,rcv,0xffff8e9845288940,7133067130,10,2147483647,87040,0
369423771688,rcv,0xffff8e9845288000,7134098524,10,2147483647,87040,0
369423773957,rcv,0xffff8e9845288940,7136367556,10,2147483647,87040,972
369423802155,rcv,0xffff8e984528dc80,7164566858,10,2147483647,87040,1375
369423880156,rcv,0xffff8e984528dc80,7242567326,10,2147483647,87040,0
369423924116,rcv,0xffff8e9845288940,7286528688,10,2147483647,87040,967
369424030279,rcv,0xffff8e9845288940,7392691629,10,2147483647,87040,0
369424095753,rcv,0xffff8e9845288940,7458168858,10,2147483647,87040,100432
369424095840,rcv,0xffff8e9845288940,7458250903,11,2147483647,87040,100352
369424095849,rcv,0xffff8e9845288940,7458259935,12,2147483647,87040,99864
369424096200,rcv,0xffff8e9845288940,7458611431,13,2147483647,87040,99376
369424096228,rcv,0xffff8e9845288940,7458638918,14,2147483647,87040,98888
369424096244,rcv,0xffff8e9845288940,7458654769,15,2147483647,87040,98400
369424096267,rcv,0xffff8e9845288940,7458677658,16,2147483647,139264,96952
369424096282,rcv,0xffff8e9845288940,7458692639,17,2147483647,139264,96464
369424096744,rcv,0xffff8e9845288940,7459154844,18,2147483647,139264,95976
369424096763,rcv,0xffff8e9845288940,7459173887,18,18,156672,94528
369424096780,rcv,0xffff8e9845288940,7459190514,18,18,156672,93080
369424096794,rcv,0xffff8e9845288940,7459204837,18,18,156672,92592
369424096846,rcv,0xffff8e9845288940,7459258399,18,18,156672,132285
369424097288,rcv,0xffff8e9845288940,7459698596,18,18,156672,157248
369424097307,rcv,0xffff8e9845288940,7459717840,18,18,156672,154840
